Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
07-11-1961,11:36,"Denver,Colorado",UnitedAirLines,859,Omaha-Denver,McDonnellDouglasDC-8-12,N8040U,45307,122,115,7,17,17,0,1,"FollowingtakeofffromOmaha,hydraulicdifficultieswereexperienced.TheflightwascontinuedtoDenverwheretheaircraftexperiencedasymmetricalreversethrustwhilelandingandcrashedintoamaintenancetruckandburned.Asymmetricalthrustduringthelandingattemptduetoahydraulicemergency.Numbers1&2thrustreversersfailed.Thecrewfailedtoactivatetheback-uphigh-pressureairbottleusedtoholdthereverseejectorsintheextendedpositionduringahydraulicemergency.Poorevacuationprocedures.Acontributingfactorwasthefailureofthefirstofficertomonitorthethrustreverseindicatorlightswhenapplyingreversethrustandthecrew'slackoftrainingandknowledgeontheaircraft'shydraulicsystem.Thedriverofthemaintenancetruckwaskilled."
07-12-1961,1:29,"Casablanca,Morocco",CeskoslovenskeAerolinie,511,Zurich-Rabat,IlyushinIL-18B,OK-PAF,181002904,72,64,8,72,64,8,0,"OnreachingRabat,theplanewasdivertedtoCasablancabecauseofpoorgroundvisibility.ConditionsatCasablancawerealittlebetterbuttheplaneovershottherunwayonitsfirstapproach.WithworseningconditionsthepilotaskedtolandattheU.S.AirForcebaseatNouasseur.Whilethetowerwasseekingpermission,thepilotsawawindowofopportunityandtriedagaintolandatCasablanca.Theaircraftcrashedintoahillsideandburnedeightmilesshortoftherunway."
09-01-1961,2:05,"NearHinsdale,Illinois",TransWorldAirlines,529,Pittsburgh-Chicago-LasVegas-LosAngeles,Lockheed049Constellation,N86511,2035,78,73,5,78,73,5,0,Theaircraftcrashedandburnedinafield10mileswestofMidwayAirport.TheairlinerhadtakenofffromMidwayheadedforLasVegas.Lossofa5/16inchsteelboltfromtheelevatorboostsystemwhichcausedtheelevatortomovetoitsfullupwardpositioncreatingastallandlossofcontroloftheaircraft.
09-12-1961,22:09,"NearRabat,Morocco",AirFrance,2005,Paris-Rabat,Sud-AviationCaravelleIII,F-BJTB,68,77,71,6,77,71,6,0,"TheaircraftcrashedandburnedwhileattemptingtolandatSaleAirport.Withitslandinggeardownandflapspartiallyextended,theplanestruckthegroundinaslightnose-downattitude.Possiblemisreadaltimeter."
9/17/1961,8:57,"Chicago,Illinois",NorthwestOrientAirlines,706,Chicago-Tampa,Lockheed188CElectra,N137US,1142,37,32,5,37,32,5,0,"TakeoffandInitialclimbappearedtobenormal,butatapproximately200feetashallowturntotherightcontinuedintoagraduallyincreasingbankofabout85to90degrees.Whileintheturn,thecrewmadeashort,garbledtransmissionindicatingalarm.Duringthelatterpartoftheturnagradualdescentbeganand,twominutesaftertakingoff,theaircraftstrucktheground.Mechanicalfailureintheaileronprimarycontrolsystemduetoanimproperreplacementoftheaileronboostassembly,resultinginalossoflateralcontroloftheaircraftatanaltitudetoolowtoeffectrecovery."
11-08-1961,21:24,"NearRichmond,Virginia",ImperialAirways,201/8,Baltimore-ColumbiaSC,LockheedC-69Constellation,N2737A,1976,79,74,5,76,74,2,0,"Flownunderamilitarycontract,severalproceduralerrorsbythecrewcausedthelossof2engines.Afterseveralmoreerrors,theaircraftcrashedintoawoodedarea.Mostdeathsfrompost-impactfireandCO.Lackofcommandcoordinationanddecision,faultyjudgementandinsufficientknowledgethatledtoanemergencysituation.Inadditiontherewerefaultymaintenanceprocedures.Thecarrier'slicensewasrevoked6weeksafterthecrash."
11/21/1961,11:55,"MtRuapehu,NorthIsland,NewZealand",BayofPlentyAirways,92,Wellington-Rotorua-Tauranga.,AeroCommander680F,ZK-BWA,437-109,6,5,1,6,5,1,0,"ThepilotflewtooclosetothesummitofMtRuapehuanddueeithertoturbulenceorsomepilotmaneuver,thestarboardpropellerstruckarockoutcroponthemountain,bendingthebladetipsforwardandcausingvibration,whichweakenedthewingandledtoitsrapidstructuralfailureoftheaircraft."
12/17/1961,16:00,"NearChebotovka,Russia",Aeroflot,245,Moscow-Adler,IlyushinIL-18B,CCCP-75654,188000503,59,50,9,59,50,9,0,Theplanemadeanunconcrolleddiveandcrashedintoasnowcoveredfield.Theflightengineerinadvertentlycausedtheflapstobeselectedto40degrees.
03-01-1962,10:09,"JamaicaBay,NewYork,NewYork",AmericanAirlines,1,NewYorkCity-LosAngeles,BoeingB-707-123B,N7506A,17633/12,95,87,8,95,87,8,0,"AftertakingofffromIdlewildAirportandreachingaheightof1,500feet,theaircraftmadealeftturnbutcontinuedtorolluntilitwasinvertedandcrashedintoJamaicaBayapproximately3milessouthwestofthecontroltower.Aruddercontrolmalfunctionwhichcausedafullunwantedrudderdeployment,yaw,sideslipandrollwhichledtolossofcontroloftheaircraft.Thiswascausedbytheuseofanimpropertoolatthemanufacturingplanttowraptherudderservounit'swiring,damagingthewiresandleadingtoashortcircuit.Thereisspeculationthattheaccidentwasactuallycausedbythecaptainputtingtheaircraftinasteep45degreebankwhichresultedinthelossofcontroloftheaircraft."
03-04-1962,18:20,"Douala,Cameroon",CaledonianAirways,153,Douala-Lisboa,DouglasDC-7C,G-ARUD,45160/754,111,101,10,111,101,10,0,Theaircrafthadaunusuallylongtake-offrunandappearedtogainaltitudewithdifficulty.Oneandone-halfmilesfromtherunwaytheaircraftstrucktreesandcrashedintoatidalswampandburstintoflames.Ajammedrightelevatorspringtabcausedthecrewtoloseofcontroloftheaircraft.
03-06-1962,14:15,"NearSeymour,SouthAfrica",SouthAfricanAirways,512,Grahamtown-Queentown,DouglasDC-3,ZS-DJC,16189/32937,7,3,4,2,0,2,0,"Crashedintoamountain.Errorinjudgementbythepilot-in-commandwhoattemptedalowvisualflight,beneaththecloudbase,nearmountains,indeterioratingweatherconditions."
3/15/1962,0:30,"WesternPacificOcean,PhilippineSea",FlyingTigerLine,739/14,"TravisAFB-Honolulu-Agana,Guam-ClarkAFB-Saigon",Lockheed1049HSuperConstellation,N6921C,4817,107,96,11,107,96,11,0,"LostatseawhileenroutefromGuamtothePhilippines.ThecrewoftheSST.L.Lenzensupertankersightedamidairexplosionat00:30localtime,fromtheirpositionat13degrees44'N,134degrees49'E.Thesubsequentsearchofover144,000squaremilesfoundnothing.Causeundetermined."
3/15/1962,1:14,"Adak,Alaska",FlyingTigerLine,7816,"ColdBay,AK-Adak,AK",Lockheed1049HSuperConstellation,N6911C,4804,7,0,7,1,0,1,0,"Crashedintoarockembankment,328ft.shortofrunwaythresholdwhileattemptingtolandonRunway23andafterbeingwarnedbyATCthattheplanewasbelowtheglidepath.Themaingearandrightwingseparatedfromtheplaneandafireensued.Thepilot'smisjudgmentofdistanceandaltitudeduringthefinalapproach."
5/22/1962,21:21,"NearUnionville,Missouri",ContinentalAirlines,11,"Chicago-KansasCity,MO",BoeingB-707-124,N70775,17611/49,45,37,8,45,37,8,0,"WhileenroutefromChicagotoKansasCitytheairlinerfellfromFL390andcrashed6milesnorth-northwestofUnionville,Missouriafteranexplosionaboardcausedseparationofthetailsection.Detonationofadynamitebombintherightrearlavatoryinthetowelbinunderthewashbasin.Thisisthefirstcaseofsabotageonacommercialjetairliner.Thebombwasbelievedtohavebeencarriedaboardbyapassengerinasuicide-for-insuranceplot.ItwasallegedThomasDoty,recentlyarrestedforarmedrobery,andinsuredfor$300,00puttogetherthedynamitebombandplaceditinthelavatory."
5/24/1962,18:53,"Bitter,Russia",Aeroflot,56,Bitter-Moscow,Li-2,CCCP-54997,23443509,21,17,4,20,16,4,0,Theplanelostanengineontakeoffandcrashed7kmsoutheastoftheAirport.
06-03-1962,12:35,"Villeneuve-le-Roi,Val-de-Marne,France",AirFrance,7,Paris-NewYorkCity,BoeingB-707-328,F-BHSM,17920/159,132,122,10,130,122,8,0,"DuringtakeofffromOrlyAirport,thenoseroseforabout5secondsandthendroppedbackdownontherunway.Smokestreamedfromthewheelsasthecrewtriedtostoptheaircraftbutitranofftherunwayandcollidedwiththerunwaylightsandahouse.Theonlysurvivorsweretwostewardesseswhowereseatedinthetailsectionwhichbrokefreeinthecrash.Theaircraft'shorizontalstabilizerwasimproperlytrimmedduetoafailureofthetrimservomotor."
6/22/1962,4:01,"Basse-Terre,Guadaloupe,WestIndies",AirFrance,117,Paris-Pointe-aPitre-Santaigo,BoeingB-707-328,F-BHST,18247/274,112,102,10,112,102,10,0,"Theaircraftcrashedintoa1,400ft.hillwhileonapproach,15milesfromtherunwaythreshold.NonfunctioningVORstation.Insufficientmeteorologicalinformationgiventotheflightcrew.Malfunctioningautomaticdirectionfinderduetotheeffectsofpooratmosphericconditions.Theaircraftwasnamed""ChateaudeChantilly."""
6/30/1962,20:53,"NearKrasnoyarsk,USSR",Aeroflot,902,Irkutsk-Omsk,TupolevTU-104A,CCCP-42370,86601301,84,76,8,84,76,8,0,TheaircraftwentintoanuncontrollabledivefromFL290.
07-06-1962,12:15,"NearTashkent,Uzbekistan,USSR",Aeroflot,40,Bukhara-Tashkent,IlyushinIL-14,CCCP-91554,"	147001216",38,33,5,11,11,0,0,"Thecrewreportedlosingtherightengine.TheplanelostaltitudeasthecrewtriedtomakeittoTashkent.Theaircraftcrashedintoacottonfield,brokeinthreeandcaughtfire."
07-07-1962,0:10,"NearJunnar,Maharashtra,India",Alitalia,771,Bangkok-Bombay,McDonnellDouglasDC-8-43,I-DIWD,45631/160,94,85,9,94,85,9,0,"TheaircraftcrashedintoahillnearBombay,India,atanelevationof3,600ft.50milesENEoftheairport.Navigationalerror.Prematuredescent.Crewdidnotusenavigationalfacilitiesavailable."
7/19/1962,15:45,"NearBangkok,Thailand",UnitedArabAirlines,869,HongKong-Bangkok,deHavillandComet4C,SU-AMW,6464,26,18,8,26,18,8,0,"Crashedintoajungleonthesideofamountain,52nmfromtheBangkokairportwhileonapproach.Prematuredescent.Navigationalerror."
7/22/1962,23:19,"Honolulu,Hawaii",CanadianPacificAirLines,323,"Honolulu-Nadi,Fiji",BristolBritannia314,CF-CZB,13394,40,29,11,27,20,7,0,"Shortlyaftertakeoff,afirewarningindicationcausedthepilottofeatherthepropellerontheNo.1engine.Fuelwasjettisoned,andtheflightreturnedtoHonoluluforlandingapproximately40minutesafterdeparture.Thethree-enginelandingapproachappearednormaluntiltheaircrafthadproceededbeyondtherunwaythresholdandhadcommenceditslandingflareatanaltitudeofapproximately20feetabovetherunwaycenterline.Ago-aroundwasattemptedfromthispositionandtheaircraftbankedandveeredsharplytotheleft.Initialgroundcontactwasmadebytheleftwingtipapproximately550feettotheleftoftherunwaycenterline.Theaircraftprogressivelydisintegratedasitmovedacrosstheground,thenstruckheavyearth-moving-equipmentparkedapproximately970feetfromtherunwaycenterline.Theaccidentwascausedbytheattemptedthree-enginego-around,whentheaircraftwasinafulllandingconfiguration,atinsufficientairspeedandaltitudetomaintaincontrol."
7/28/1962,15:41,"Sochi,Russia",Aeroflot,415,Lviv-Simferopol-Sochi,AntonovAn-10A,CCCP-11186,402003,81,74,7,81,74,7,0,"Struckamountainwhileattemptingtoland.ChangesintheapproachpatternsforSochiAirport,notapprovedbytheStateaviationauthoritiesandwithoutinformingtheflightcrewsaboutit.InadequaciesofflightcontrolandcrewtrainingintheSochiareaandtrainingforflightsinmountainousregionsingeneral."
09-03-1962,4:52,"NearKhabarovsk,USSR",Aeroflot,3,Khabarovk-Petropavlovsk,TupolevTU-104A,CCCP-42366,86601103,86,79,7,86,79,7,0,Theairlinercrashedandburned10minutesaftertakingofffromKhabarovskAirport.Thecrewreportedthattheywereexperiencingshakinganduncontrollablerollandyaw.
9/18/1962,6:32,"Yakut,Russia",Aeroflot,213,Chersky-Bilibino,Aeroflot,CCCP-61628,146000929,32,27,5,32,27,5,0,Collidedwithamountainwhileenroute.Crewerror.Flewbelowminimumsintoacloudcoveredmountainousarea.
9/23/1962,21:00,NorthAtlanticOcean,FlyingTigerLine,923,"Gander,Newfoundland-Frankfurt,Germany",Lockheed1049H-82SuperConstellation,N6923C,4827,76,68,8,28,23,5,0,"AfiredevelopedintheNo.3engine.Afewminuteslater,thepropelleroftheNo.1engineoverspedandtheflightengineerinadvertentlyclosedthefirewallshutoffvalvetotheNo.1engine.TheNo.1enginewasthenshutdown.TheNo.2enginethendevelopedmechanicaltrouble.Theplaneditchedatseaapproximately560nmWofShannon,Ireland.Failureof2ofthe4aircraft'senginesandtheimproperactionoftheflightengineerwhichdisableda3rdenginenecessitatingaditchingatsea."
10-10-1962,8:57,"Brno,Czechoslovakia",CzechoslovakAirlinex,306,Bratislava-Brno,Avia14,OK-MCT,90807103,42,38,4,13,10,3,0,"Onfinal,theairplanestruckthetopofahillandcrashedbyahouselocatednearthevillageofSlavkov,about6kmfromtherunway28threshold."
10/19/1962,20:52,"WindsorLocks,Connecticut",AlleghenyAirlines,928,"WashingtonD.C.-Providence,RI",ConvairCV-340/440,N8415N,125,52,48,4,1,0,1,0,"FollowingdeparturefromPhiladelphia,ahighfrequencywhistlingnoisewasheardandinspectionrevealedanescapeofairattheloweraftcorneroftherearservicedoor.Pillowcaseswereplacedinthisareatoreducetheairnoisebutnofurtheractionwastaken.Whiletheaircraftwasdescendingthrough4,000feetthedoorblewout.Theensuingoutwardrushofairejectedaflightattendantwhowasnearthedooropening.Undetectedinsecurelatchingoftherearservicedoor,resultinginaninflightexplosivedecompressionwhichejectedaflightattendantfromtheaircraft."
11/23/1962,14:10,"LeBourget,France",MalevHungarianAirlines,355,Frankfurt-Paris,IlyushinIL-18D,HA-MOD,180002002,21,13,8,21,13,8,0,"Stalledandcrashedduringapproach,0.5milesfromtheoutermarker.Causeundetermined."
11/23/1962,12:24,"EllicottCity,Maryland",UnitedAirLines,297,Newark-WashingtonD.C.,VickersViscount745D,N7430,128,18,14,4,18,14,4,0,"TheaircraftpenetratedaflockofWhistlingSwansat6,000ft.One,estimatedtobe13pounds,strucktheleadingedgeofthelefthorizontalstabilizer,weakeningthestructureandcausingittodetach.Theaircraftlostcontrolandbroke-upinmid-airandcrashed.Separationofthehorizontalstabilizers,whichhadbeenweakenedbyacollisionwithaWhistlingSwan."
11/27/1962,3:40,"Lima,Peru",Varig,810,PortoAlegre-Lima,BoeingB-707-441,PP-VJB,17906/129,97,80,17,97,80,17,0,"Afterinitiatinganovershootprocedure,atthesuggestionofthecontroltower,becauseitwastoohigh,theaircraftprocededtostartanotherapproachwhenitcrashedintoLaCruzPeak.Possiblemisinterpretationofnavigationinstruments."
11/30/1962,21:45,"NewYork,NewYork",EasternAirLines,512,Charlotte-NewYorkCity,DouglasDC-7B,N815D,45084/711,51,45,6,25,21,4,0,"Theaircraftwas1,000ftpasttheILStouchdownpointandatanaltitudeof25ft.whenalossofvisualreferencecausedthecrewtoabandontheirapproach.Thelandinggearwasretracted,20degreesflapsselectedandclimbpowerapplied.At3,500ft.fromthethreshold,ina6degreeleftbankandspeedof135knotstheNo.1and2propellersstrucktheground.Theaircrafthitamoundofearthandbrokeup.Crewfailedtofollowapprovedprocedures.Techniqueemployedbythecrewduringabandonmentoftheapproachunderfogconditionsthatwerenotadequatelyreported."
12-06-1962,17:00,"Barrancabermeja,Colombia",TaxaderAirlines,209,Bucaramanga-Barrancabermeja,DouglasC-47,HK-437E,4697,26,23,3,24,21,3,0,Crashedinheavyrainwhileenroute.Piloterror.FlightunderVFRinIFRconditions.
12/14/1962,22:12,"Burbank,California",FlyingTigerLine,183,Chicago-Burbank,Lockheed1049HSuperConstellation,N6913C,4810,5,3,2,5,3,2,3,TheaircraftcrashedduringanILSapproachtoBurbankAirport.Incapacitationofthecaptainwithaheartattackatacriticalpointintheapproachfromwhichtheco-pilotcouldnotrecover.
1/15/1963,16:12,"SaoPaulo,Brazil",Cruzeiro,403,RiodeJaneiro-S?oPaulo,ConvairCV-240-0,PP-CEV,6,45,40,5,6,5,1,7,Thecrippledairlinercrashedintohousesandburstintoflamesasitwascominginforanemergencylandinginsteadyrain.Controlwaslostwhileattemptingagoaroundmanoeuvreduetopthefailureoftheleftengine.
1/17/1963,15:53,"GreatSaltLake,Utah",WestCoastAirlines,703,Training,FairchildF-27,N2703,6,3,0,3,3,0,3,0,CrashedintotheGreatSaltLakewhilepracticinganemergencydecentduringtraining.Crewslackofvigilanceforundeterminedreason.
1/29/1963,22:44,"KansasCity,Missouri",ContinentalAirlines,290,"Midland,TX-KansasCity,MO",VickersViscount812,N242V,356,8,5,3,8,5,3,0,"Whilemakingastraightinapproach,theaircraftcontinuedflyingovertherunwaytothesouthendandwhileataheightof90feet,suddenlypitcheddownandstrucktheground.Icingofthehorizontalstabilizerwhichledtolossofpitchcontrol."
02-01-1963,17:15,"Ankara,Turkey",MiddleEastAirlines/Military-TurkishAirForceC-47,265,Nicosia-Ankara,VickersViscount754D/DouglasC-47,OD-ADE/CBK-28,244/?,17,11,6,17,11,6,87,"Midaircollisionbetweenacivilianandmilitaryaircraft.Bothplanescrashedintoaheavilypopulatedareadestroyingbuildings,housesandvehicles.FourteenkilledontheViscount,threeontheC-47and87ontheground.Causeattributedtoamilitaryflighttrainingzoneextendingintotheapproachpatternassociatedwithcivilianaircraft.TheViscountaircrafthadanIFRflightplanbutwascruisingunderVFRconditionsanddidnotseetheC-47untilitwastoolate."
02-03-1963,12:07,"SanFrancisco,California",SlickAirways,40,Norfolk-Dallas-ChinaLake,Lockheed1049HSuperConstellation,N9740Z,4851,8,5,3,4,2,2,0,"Theaircraftstruckapproachlights1,170feetfromtherunwaythreshold,climbedtoabout200feetandthencrashedapproximately1,900feetbeyondthethresholdandontheleftedgeofRunway28L.Continuationofaninstrumentapproachafteradequatevisualreferencewaslostbelowauthorizedminimums.InadequatemonitoringoftheinstrumentapproachbythePARcontrollerwasacontributingfactor."
02-12-1963,13:48,"NearMiami,Florida",NorthwestOrientAirlines,705,Miami-Chicago,BoeingB-720-051B,N724US,18354/224,43,35,8,43,35,8,0,"Theaircraftcrashed37mileswest-southwestofMiamiafterpenetratingathunderstormandencounteringsevereturbulence.Theaircraftinitiallyenteredanareaofupdraftsfollowedbydowndraftswhichputtheaircraftintoahighspeeddive.Whiletryingtopulloutofthedive,theaircraftbrokeapartfromexcessivegforces.Thecrewisbelievedtohaveconcentratedonmaintainingagivenairspeedinanextremeturbulenceconditioninsteadofflyingattitude.Indoingso,excessivestresswasappliedtothewingswhichseparatedfromthefuselage.Theweatherwasconsiderablyworsethanforecast."
03-02-1963,10:02,"NearDavaoCity,Philippines",PhilippineAirLines,984,Cotabato-Davao,DouglasDC-3,PI-C489,16115/32863,27,24,3,27,24,3,0,"CrashedintoMt.Bocaduringdescentforlanding.Limitedvisibility,crosswindscontributingtonavigationalerror."
03-05-1963,19:35,"Ashgabat,Turkmenistan",Aeroflot,191,"	Krasnovodsk-Ashgabat",IlyushinIL-18V,CCCP-75765,181003404,54,43,11,12,4,8,0,Crashed200mshortoftherunwaythresholdinaduststorm.Theplanebrokeapartandcaughtfire.Crewerror.Attemptedtolandbelowweatherminimums.
3/15/1963,13:55,"NearTacora,Volcano,Peru",LloydAereoBoliviano,915,Arica-LaPaz,DouglasDC-6B,CP-707,43547/204,39,36,3,39,36,3,0,"Struck14,250ft.ChachacomaniPeak.FlightunderVFRinIFRconditionsinmarginalweatherconditionswithsevereturbulence."
3/30/1963,18:37,"NearSora,Italy",Itavia,703,Pescara-Rome,DouglasDC-3,I-TAVI,16477/33225,11,8,3,11,8,3,0,"CrashedintoMonteValeRotonote,53milessoutheastofRome,wheretheplanewasscheduledtoland.Navigationerror.Descendingtoolowinordertomaintainvisualcontactwiththeground.Poorweatherconditions.FailuretonotifyATCofthechangesmadeduringtheflight."
04-04-1963,4:30,"Tatarstan,Russia",Aeroflot,25,"Moscow-:	Krasnoyarsk",IlyushinIL-18,"	CCCP-75866",183005901,67,59,8,67,59,8,0,"Crashedinasnowcoveredfieldwhilleenroute.ThepitchcontrolmechanismoftheNo.4propfailed,creatingaseveredrag.Asthecrewwasnotabletoestablishundertheseconditionswhichoneoftherightpropshadcausedtheproblembothwerefeathered.Theairplaneenteredahighspeeddescentfromwhichthecrewwasunabletorecover.Controlwasregainedandthecrewpulledupwhenbreakingthroughthelowcloudsat150-200metresbutelevatorsbrokeoff.Controlwaslostandtheairplanecrashed."
06-03-1963,10:16,"PacificOcean,116milesWSWofAnnetteIsland,Alaska",NorthwestOrientAirlines,293,McChordAFB-ElmendorfAFB,DouglasDC-7CF,N290,45209/861,101,95,6,101,95,6,0,"Theaircraftwasbeingflownundercontracttothemilitary.Whileenroute,theaircraftcrashedintothesea.Thelastknownmessagewasarequesttoascendfrom14,000ft.to18,000ft.Thelastknownpositionwas54degrees14minutesN,134degrees41minutesW.Unabletodeterminetheprobablecauseduetolackofevidence."
07-02-1963,15:49,"Rochester,NewYork",MohawkAirlines,112,Rochester-Newark,Martin404,N449A,14140,43,40,3,7,5,2,0,Thepilotlostcontroloftheaircraftwhileattemptingtotakeoffinathunderstormandcrashed.Poordecisionbypilot-in-commandtotakeoffduringaseverethunderstorm.
07-03-1963,9:09,"Mt.Ngatamahinerua,NewZealand",NewZealandNationalAirways,441,Auckland-Whenuapai-Tauranga,DouglasDC-3,ZK-AYZ,15204/26889,23,20,3,23,20,3,0,"CrashedwhileonadescenttoTaurangatheaircraftexperiencedheavyrain,turbulenceandextremedowndraftsontheleesideofamountain.TheplanecrashedintotheKaimaiRangeat2,460ft.,just300feetbelowthenearestsummit.Prematuredescentbythepilot-in-command.Misleadingforcast.LackofDMEequipmentattheairport."
7/13/1963,5:06,"NearIrkutsk,Russia",Aeroflot,12,Moscow-Irkutsk,TupolevTU-104B,CCCP42492,21605,32,24,8,32,24,8,0,Crashed2milesshortoftherunwayduringapproach.Prematuredescent.
7/27/1963,1:50,"OffBandra,Maharashtra,India",UnitedArabAirlines,869,Bangkok-Bombay,deHavillandComet4C,SU-ALD,6441,63,55,8,63,55,8,0,"TheaircraftcrashedintotheArabianSeawhileonaflightfromTokyo,JapantoEgyptwhilepreparingtolandinrainandturbulence.Thepilotmayhavelostcontrolwhileturningintoanareaofsevereturbulenceandheavyrain."
